# path	owner	reference_count	api_families	compile_gate	behavior_gate	disposition
zkwebui/WEB-INF/src/org/adempiere/webui/editor/WebEditorFactory.java	zkwebui	1	other	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/event/DrillEvent.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/event/TokenEvent.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/event/WTableModelEvent.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/event/ZoomEvent.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/grid/WBPartner.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/install/WTranslationDialog.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/ADForm.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/ADTabPanel.java	zkwebui	53	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/ADTreePanel.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/ADWindowPanel.java	zkwebui	11	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/AbstractADWindowPanel.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/FooterPanel.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/HeaderPanel.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/IADTabPanel.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoAssetPanel.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoAssignmentPanel.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoBPartnerPanel.java	zkwebui	7	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoCashLinePanel.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoGeneralPanel.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoInOutPanel.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoInvoicePanel.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoOrderPanel.java	zkwebui	4	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoPAttributeInstancePanel.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoPAttributePanel.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoPanel.java	zkwebui	18	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoPaymentPanel.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InfoProductPanel.java	zkwebui	7	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/InvoiceHistory.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/LoginPanel.java	zkwebui	20	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/LogoPanel.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/LogoutPanel.java	zkwebui	4	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/MenuPanel.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/NewPassPanel.java	zkwebui	15	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/PassResetPanel.java	zkwebui	11	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/RolePanel.java	zkwebui	15	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/StatusBarPanel.java	zkwebui	9	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/TreeSearchPanel.java	zkwebui	10	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/UserPanel.java	zkwebui	7	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WAttachment.java	zkwebui	19	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WDocActionPanel.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WOnlyCurrentDays.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WProcessAction.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WSchedule.java	zkwebui	4	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/panel/WSortTab.java	zkwebui	10	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/part/AbstractUIPart.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/part/MultiTabPart.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/part/UIPart.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/part/WindowContainer.java	zkwebui	9	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/process/InvoicePrint.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/session/SessionContextListener.java	zkwebui	15	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/session/SessionManager.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/session/SessionManagerListener.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/session/WebUIServlet.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/theme/ThemeManager.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/util/BrowserToken.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/util/ServerPushTemplate.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/util/TreeItemAction.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/util/TreeUtils.java	zkwebui	4	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/ADWindow.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/AboutWindow.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/FDialog.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/FindWindow.java	zkwebui	12	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/InfoSchedule.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/LoginWindow.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/SimplePDFViewer.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WAccountDialog.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WAlertDialog.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WAssignmentDialog.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WAutoCompleterCity.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WChat.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WContext.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WDeleteSelection.java	zkwebui	10	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WEMailDialog.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WImageDialog.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WLocationDialog.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WLocatorDialog.java	zkwebui	5	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WMediaDialog.java	zkwebui	14	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WPAttributeDialog.java	zkwebui	10	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WPAttributeInstance.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WPreference.java	zkwebui	7	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WRecordAccessDialog.java	zkwebui	4	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WRecordInfo.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WStringEditorDialog.java	zkwebui	3	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WTask.java	zkwebui	11	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/WTextEditorDialog.java	zkwebui	6	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/ZkJRViewer.java	zkwebui	12	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/ZkReportViewer.java	zkwebui	22	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/adempiere/webui/window/ZkReportViewerProvider.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/eevolution/form/WBrowser.java	zkwebui	11	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/eevolution/form/WBrowserSearch.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/eevolution/form/WScanBarUI.java	zkwebui	8	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/eevolution/grid/WBrowserListItemRenderer.java	zkwebui	13	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/eevolution/grid/WBrowserTable.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/src/org/spin/apps/form/WBankStatementMatch.java	zkwebui	10	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/test/src/org/adempiere/webui/component/GridPanel_Test.java	zkwebui	2	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/test/src/org/adempiere/webui/component/GridTabRowRenderer_Test.java	zkwebui	1	ce-core	5d	5g	migrate-source
zkwebui/WEB-INF/test/src/org/adempiere/webui/desktop/DefaultDesktop_Test.java	zkwebui	5	ce-core	5d	5g	migrate-source
